Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language (Tweets) ,Country,Location (Tweets) ,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/vrXaR8MaTG",2019/11/29 19:18,217,836,1053,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200358195710976000/pu/img/HPomIZs7D2Gi-7av.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
ワールド・ストランド・ツアーの最終地は韓国。今回の同行映像はコジプロのエフェクト班のキム君が担当です。よろしくお願いします。これまで通り、iPhoneで撮影、 iPhoneで編集します。 https://t.co/VeqJoKiAY4,2019/11/29 23:09,72,412,484,0,0,0,3,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EKi8XceU4AAifa6.jpg,http://pbs.twimg.com/media/EKi8XcfVAAE3JPG.jpg,http://pbs.twimg.com/media/EKi8XcfVUAEEQkk.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/FWDwAN0JMI,2019/11/29 23:27,198,2177,2375,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EKjAooOVUAANwqB.jpg,http://pbs.twimg.com/media/EKjAooLVAAAG0dp.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/zVWeDRx8LH",2019/11/30 0:16,109,925,1034,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200433348755111938/pu/img/cyj8qTce9TfV56HG.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/f0IGSP6Q3g",2019/11/30 0:18,73,543,616,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200433864742539264/pu/img/RmcqlX698Vfb7ChP.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/IseTD6c0dL",2019/11/30 0:21,162,1536,1698,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200434614768001024/pu/img/Pz_hnkTMXmWulaa3.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/KZJtVBgRQJ",2019/11/30 7:47,51,393,444,5,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKkzAmZUYAALyVF.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"冒頭のバイクシーン。Pキャプ時の秘蔵映像。バイクのハンドルが外れてNG。でもノーマンも律儀に修復を手伝っているところ。収録中はこういういい雰囲気の現場でした。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/zgxmRM76ER",2019/11/30 8:32,3874,13313,17187,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200558052644024321/pu/img/mVgYIjlLEjoWCsCH.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/YSFTk2ppap",2019/11/30 10:50,82,817,899,5,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKlc6SYU8AMYMcx.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/GBXtzq2aaK",2019/11/30 13:40,60,567,627,5,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EKmDxkWU8AAHNWT.jpg,http://pbs.twimg.com/media/EKmDxkQUcAEf5j8.jpg,http://pbs.twimg.com/media/EKmDxkSU8AIYz90.jpg,http://pbs.twimg.com/media/EKmDxkSU4AA_sdZ.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/Yje0ohvWjf",2019/11/30 15:51,108,776,884,5,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EKmh2_FUcAATiLG.jpg,http://pbs.twimg.com/media/EKmh2_GU8AM-5gO.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/NdfyFrYQyh",2019/11/30 15:57,112,664,776,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200669941864620032/pu/img/t1586q1k2Q5rlZyX.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
10月末からスタートした“ワールド・ストランド・ツアー”、韓国ソウルで無事完遂しました。パリ→ロンドン→ベルリン→ニューヨーク→サンフランシスコ→東京→大阪→シンガポール→台北→ソウル。他の都市には回れなかったですが、世界中の皆様、本当にありがとうございました。更なる繋がりを願って。 https://t.co/PjzsVcFUz0,2019/11/30 16:59,438,2542,2980,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EKmxaPQUEAI-N8-.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/ygTwz5CP5C,2019/11/30 21:41,67,1046,1113,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/EKnxzSlVAAAaXhS.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"パク・チャヌク監督と2年ぶりに再会。1963年の乙女座同士。パク監督が1日お兄さん。

??????? 2??? ??. 1963?? ?? ????. ??????? 1? ??. https://t.co/rKsolY3ITl",2019/11/30 22:20,523,1376,1899,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EKn6z5GU4AEgZ-k.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"15年前、パク監督と始めて逢った時の懐かしい写真を、VFXクリエーターのLee Jeon Hyoungさんからいただきました。

VFX????? ?????? 15? ?, ??????? ?? ??? ?? ??? ??? ?? ?????. https://t.co/NOhd3QjWHx",2019/11/30 22:22,160,592,752,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EKn7UJVU0AE-tRW.jpg,http://pbs.twimg.com/media/EKn7UJYUYAE1yzm.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/WgUqhVooZ2",2019/12/1 5:30,114,824,938,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200874717894152192/pu/img/twmBRYkydeUpIkRS.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"おはようございます???????????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/T0vcSCllnQ",2019/12/1 8:30,403,2925,3328,5,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKqGg9-UwAAKMLZ.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/fphLKLZpBU",2019/12/1 9:50,254,1281,1535,5,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1200940192120504320/pu/img/hC27URbI1xuez07N.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
4時間遅れ。 https://t.co/PqHO9xhdSq,2019/12/1 14:40,69,1019,1088,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EKrbEmsUUAERTnK.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/i6nUbhtbR8,2019/12/1 15:27,170,2092,2262,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EKrl7UIU0AIosbn.jpg,http://pbs.twimg.com/media/EKrl7UJVUAAKsBG.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
「非情の罠」「現金に体を張れ」「突撃」が入ったキューブリックの初期傑作選のBD-BOXを購入。 https://t.co/bZ3dcON1ZZ,2019/12/1 17:17,67,583,650,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EKr-8WNUwAADJ1d.jpg,http://pbs.twimg.com/media/EKr-8WOUYAAXWgk.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/zQ8m1Ptb32,2019/12/1 20:25,191,2205,2396,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EKsp_dtUEAENQPa.jpg,http://pbs.twimg.com/media/EKsp_dqVUAAS-kn.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"おはようございます。今日は雨ですが、配達任務ご苦労様です。???????????

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding????
#TomorrowIsInYourHands https://t.co/dzm4viMklz",2019/12/2 8:34,270,2004,2274,5,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EKvQ7txU4AA8hLb.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
https://t.co/xDnJhE3em0,2019/12/2 8:36,110,1155,1265,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EKvRUJ4UwAA5XW-.jpg,http://pbs.twimg.com/media/EKvRUJ5UUAA7-el.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
"サム“ポーター”ブリッジズの皆さん。
#DeathStranding? が #TheGameAwards?  
で「GAME OF THE YEAR」を含む９つの部門にノミネートされています。こちらから1日1回、投票ができます。

Google: 
https://t.co/EwWdJWox9m
The Game Awards:
https://t.co/FFCRIOSM1C

#デスストでつながれ
#デススト https://t.co/KZP5W9iL9m",2019/12/2 8:43,229,786,1015,4,0,2,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Japanese,,,,,"DeathStranding,TheGameAwards,デスストでつながれ,デススト",,"http://goo.gle/TGAVOTE,http://thegameawards.com/nominees",http://pbs.twimg.com/ext_tw_video_thumb/1201285654639853568/pu/img/MRAySRJpTIqT5Ygi.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
CHVRCHES: Death Stranding - YouTube https://t.co/jsD1bhk72k,2019/12/2 15:49,166,813,979,0,0,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,English,,,,,,,https://www.youtube.com/watch?v=AGKpjOfjz48,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,89734,842522,918,1472,10030,故郷は地球,いいえ,はい,https://t.co/mjgi1YIiCK,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3579,25.0724
